"account_id","gender","genre1","genre2","type","games","age","hours"
28567633,"male","simulation","action","computer",3,55,4.86386730335156
28847489,"female","simulation","action","computer",5,26,5.12785762781538
30339534,"female","simulation","action","computer",5,23,5.11824714472352
30398911,"female","simulation","strategy","computer",10,23,9.46099520543006
30959123,"male","action","adventure","computer",3,25,11.040975022918
31157130,"male","strategy","adventure","computer",7,25,5.43645836245538
31330462,"male","simulation","action","mobile",6,30,12.6164137342938
31494145,"male","action","strategy","mobile",7,35,11.1032889613224
32283315,"male","action","adventure","computer",0,22,0
33167595,"female","sports","action","computer",21,21,6.82803621875388
33862560,"male","adventure","adventure","computer",8,20,8.91036796451278
34923716,"female","role-playing","adventure","computer",7,22,13.9832680232442
36008658,"male","action","adventure","mobile",9,22,16.2697446777864
36181436,"male","action","strategy","mobile",7,31,6.96619913652732
36285608,"male","adventure","simulation","computer",14,26,12.5381976530049
36369294,"female","action","action","computer",11,22,9.41657693473363
36414189,"female","action","role-playing","computer",14,24,11.6411887845577
36430246,"male","adventure","action","tablet",6,18,12.0004647880668
36978304,"male","action","action","computer",5,31,5.2615258811803
37897934,"male","simulation","strategy","computer",7,24,17.2745447193605
39888803,"female","adventure","adventure","computer",6,22,3.27894460460854
39920576,"female","role-playing","strategy","mobile",3,21,10.0180429721141
41219566,"male","action","role-playing","computer",16,37,20.6915734003283
41417209,"female","action","sports","mobile",0,23,0
41613077,"male","strategy","role-playing","computer",13,29,6.76254367938108
43622942,"male","adventure","action","computer",2,27,9.54262888080385
43829746,"male","adventure","adventure","computer",8,24,7.76347059593778
43931598,"male","adventure","adventure","computer",6,22,12.7024949434654
45603366,"male","simulation","adventure","mobile",4,27,12.3014321843092
45633608,"male","action","role-playing","computer",1,22,3.76250078964735
45809504,"male","role-playing","simulation","mobile",13,34,10.9240206501534
46104491,"male","role-playing","adventure","computer",14,30,15.5928743491903
46219880,"male","adventure","action","computer",8,29,18.2241050374007
47772339,"male","role-playing","role-playing","computer",9,23,5.84454993516119
48760982,"male","adventure","action","computer",10,31,12.3915393315712
50117180,"female","adventure","strategy","computer",8,33,9.26613450005221
50542078,"female","sports","action","computer",9,25,9.30370375507456
50551852,"female","role-playing","strategy","computer",6,24,5.96496315157601
52496281,"female","simulation","adventure","computer",13,35,8.23016065141702
52645081,"male","sports","action","computer",7,22,16.0359078955335
53988451,"male","action","strategy","computer",7,26,11.0362802080735
54048760,"male","sports","sports","mobile",18,28,25.6861863898087
54322486,"male","sports","strategy","tablet",4,20,9.69315769298603
54445936,"male","role-playing","strategy","computer",17,24,8.33148176132889
55247729,"male","simulation","role-playing","computer",10,30,10.4044330818514
55294755,"male","role-playing","strategy","computer",9,31,7.46917125428334
55559560,"male","strategy","adventure","mobile",7,25,11.4962709823686
55971390,"male","strategy","adventure","computer",7,23,10.1418409257887
56960800,"male","role-playing","adventure","tablet",2,37,10.4013756921011
57183330,"female","strategy","role-playing","computer",16,27,8.16791796302812
57503111,"male","simulation","simulation","computer",14,33,14.3256206115487
57829469,"male","strategy","action","mobile",8,23,3.75390901250344
58101879,"male","sports","simulation","computer",15,47,13.2823012465761
58599654,"male","role-playing","sports","computer",12,17,6.1667908598084
60199560,"female","action","adventure","computer",5,19,5.90655833608226
60539519,"male","action","adventure","mobile",12,24,20.6130370109816
61124704,"female","adventure","strategy","tablet",7,22,7.0970617884187
61482437,"male","simulation","role-playing","computer",4,17,7.76023937868951
61621668,"female","simulation","adventure","computer",17,42,3.79421351636684
62116727,"male","role-playing","action","mobile",9,22,8.27857759213119
63035805,"male","simulation","role-playing","mobile",6,19,9.25090920353849
64460273,"male","action","role-playing","computer",13,25,10.1781374244451
64913733,"male","adventure","adventure","mobile",2,21,3.75392111622661
65286537,"male","action","role-playing","tablet",5,27,3.12346689242632
65755206,"female","adventure","action","mobile",9,29,14.6551186324289
65930513,"male","action","adventure","tablet",15,21,12.5017963016977
68345121,"female","simulation","strategy","computer",12,31,13.5969007622016
68407833,"male","action","adventure","computer",7,53,12.1134784496661
68462564,"female","action","strategy","computer",10,25,10.1343917072071
68702524,"female","action","strategy","computer",5,26,6.43955408808214
68959130,"male","sports","simulation","computer",5,26,9.07088186566405
69101809,"male","adventure","action","mobile",3,26,15.7687230285167
69915684,"male","action","strategy","computer",4,20,12.370398777816
70030668,"male","simulation","adventure","mobile",3,23,14.2088232982157
70132967,"male","simulation","role-playing","computer",16,26,6.85681021295419
70192281,"male","strategy","action","computer",13,20,6.78810817626624
71148834,"male","adventure","action","computer",4,25,15.2540596842584
71321284,"female","action","adventure","computer",8,26,7.36936964197991
71513775,"male","adventure","sports","computer",14,18,17.3735044434657
71687826,"male","sports","strategy","mobile",8,38,6.94860786215892
71745864,"male","action","adventure","mobile",3,33,8.13496670731848
71817313,"male","simulation","adventure","computer",5,23,10.4632039246171
72388185,"female","role-playing","action","mobile",11,17,9.76748467283997
72572685,"male","action","simulation","mobile",14,21,11.4911347180916
73273899,"male","action","strategy","mobile",6,29,9.45210054727471
74625028,"female","adventure","role-playing","computer",2,25,4.98116028013954
74841511,"male","simulation","adventure","computer",6,25,8.22732276893529
75934854,"male","action","adventure","tablet",8,26,8.77287570853716
76796656,"male","action","role-playing","mobile",8,22,9.56324580327458
77321662,"male","sports","role-playing","computer",10,17,14.0748747513484
77706853,"male","adventure","role-playing","computer",12,24,10.9446929980886
78074029,"female","adventure","action","mobile",3,25,6.9792835864602
79012581,"female","role-playing","action","computer",16,52,4.19521733763653
79545263,"male","action","adventure","computer",12,22,17.6129051920271
80150740,"male","action","sports","computer",3,20,4.79236767416102
81982046,"male","sports","action","computer",17,28,13.9487260374904
82410679,"male","action","adventure","computer",6,30,6.84101933303035
82425583,"male","adventure","adventure","computer",0,18,0
82735976,"male","adventure","action","computer",0,21,0
83044883,"female","role-playing","strategy","mobile",4,30,4.4348239131092
83857648,"male","role-playing","adventure","computer",0,24,0
85113451,"male","simulation","simulation","computer",5,26,9.51098611457457
85372760,"male","action","role-playing","tablet",6,32,3.01028244636069
85646867,"female","adventure","sports","computer",5,32,9.09958925585434
86018334,"male","action","action","computer",18,25,9.7451764664787
86198576,"male","role-playing","sports","computer",2,21,7.43345970856185
86233581,"male","adventure","role-playing","computer",7,24,8.00434234815727
86656742,"male","adventure","sports","mobile",11,26,9.56627132686923
86860450,"male","role-playing","action","computer",11,27,10.3519566825064
87287288,"male","role-playing","action","computer",1,26,5.45930462562247
87368790,"male","adventure","simulation","mobile",6,35,13.6244065220872
87413232,"male","strategy","adventure","mobile",3,21,8.31441788455588
87939876,"female","adventure","adventure","computer",14,19,9.0363974001225
88190506,"female","adventure","strategy","mobile",8,23,5.29160014994682
88235811,"male","sports","action","computer",9,21,5.33658195713396
88368019,"male","role-playing","sports","tablet",9,31,15.4508267833774
89264655,"female","role-playing","adventure","mobile",14,22,11.2134250910485
89345190,"male","role-playing","sports","computer",4,27,10.29860501289
89995030,"male","action","sports","mobile",9,38,5.86183654710024
90096300,"male","adventure","simulation","computer",7,23,5.80556340335053
94432037,"male","simulation","adventure","computer",5,47,6.01617559917048
94824511,"male","action","strategy","computer",3,28,4.23462271978588
95532229,"male","action","role-playing","computer",8,20,11.5095447102131
98243193,"female","adventure","adventure","computer",12,29,6.07064534718943
98794780,"male","action","strategy","mobile",8,25,8.61834669976978
99910509,"female","role-playing","action","computer",6,21,6.56171577752524
100652439,"male","strategy","action","mobile",4,20,8.9340103534475
101070330,"male","adventure","adventure","mobile",18,28,7.92148881955534
101085737,"male","action","strategy","computer",8,22,11.0099524430897
101144551,"male","role-playing","sports","computer",1,23,1.38522343822091
101326362,"female","sports","adventure","computer",4,20,6.8179329194069
102124261,"male","action","strategy","computer",9,28,5.69636819750902
102266349,"male","adventure","role-playing","computer",14,32,14.9686585489446
103853772,"female","adventure","strategy","mobile",15,26,8.34721606546205
104820671,"male","role-playing","strategy","mobile",1,22,9.13432330370106
105210207,"female","simulation","action","computer",8,29,5.19203451471321
106806139,"female","role-playing","strategy","computer",6,21,10.3644525156651
107037451,"male","action","strategy","mobile",3,17,3.8976480643743
107221860,"male","role-playing","action","tablet",18,35,6.67809184744098
110122161,"female","sports","action","mobile",0,26,0
111056696,"male","sports","role-playing","tablet",7,22,3.12229377065568
111519198,"female","adventure","strategy","computer",20,35,21.9419838305265
112291586,"male","role-playing","action","computer",10,24,11.0157374375351
112420130,"male","action","strategy","mobile",9,45,5.81595756167097
112886876,"female","simulation","adventure","computer",9,26,6.05897955842179
112891102,"male","adventure","sports","computer",10,24,8.10284747504249
113111393,"male","action","adventure","mobile",9,30,6.62183624592619
113113112,"male","role-playing","strategy","computer",18,27,5.52265430997045
113177528,"male","sports","sports","computer",9,21,6.12653527787244
113363005,"female","adventure","adventure","computer",12,23,9.2029129364588
114203516,"male","action","adventure","computer",10,20,8.1783952220582
114695512,"male","strategy","adventure","mobile",1,23,3.69152617688059
114728845,"male","strategy","role-playing","computer",9,23,6.42594516669219
114859274,"female","strategy","role-playing","computer",7,25,10.3966704234117
115912471,"male","action","role-playing","mobile",9,31,9.53889807628064
117020816,"male","role-playing","action","computer",5,17,6.41397980826907
117342978,"male","role-playing","role-playing","mobile",8,20,7.66480281965697
117683758,"male","action","adventure","tablet",4,21,5.7297495113041
117704475,"male","strategy","sports","computer",4,20,10.4142003142777
118161274,"female","adventure","simulation","computer",0,25,0
118512015,"male","action","action","computer",0,20,0
118849055,"male","action","role-playing","computer",0,20,0
118898179,"female","adventure","action","computer",0,29,0
119142916,"female","adventure","action","computer",12,20,10.7679129295251
119632405,"male","action","adventure","computer",2,24,7.36943821193055
119814543,"female","adventure","strategy","mobile",3,17,4.94794351231529
119861505,"male","adventure","action","mobile",0,26,0
120349511,"male","action","role-playing","mobile",14,23,14.7921140919181
120745416,"female","role-playing","strategy","computer",8,24,6.89689298782604
120885123,"female","adventure","adventure","mobile",1,24,7.63493597613446
121197805,"male","action","role-playing","mobile",6,18,15.7030126017659
121337552,"male","action","sports","computer",0,27,0
121509836,"male","strategy","strategy","computer",3,25,14.5677234323229
122191066,"male","role-playing","strategy","mobile",7,24,12.5921728344865
122219136,"male","action","action","mobile",0,29,0
122364212,"male","role-playing","strategy","mobile",2,20,8.67065790512699
122622776,"male","sports","strategy","computer",14,38,10.9505676738242
123515520,"female","adventure","adventure","computer",8,26,12.1712548232625
123589820,"male","adventure","action","computer",8,20,7.99374111501474
123870285,"female","adventure","strategy","computer",7,22,7.90631674899655
123912549,"male","action","action","computer",8,22,7.77078791528622
124114035,"male","action","action","computer",4,23,7.54933859136727
124767453,"female","action","sports","computer",9,22,8.33637416334066
125164633,"male","sports","action","mobile",5,27,9.48506826333131
125430589,"male","adventure","adventure","computer",14,27,3.87684446526979
125752994,"male","role-playing","action","computer",8,24,21.8350035980117
125911709,"female","adventure","role-playing","mobile",9,30,3.86999042486175
126053299,"male","sports","strategy","mobile",6,21,6.26645112336291
126212513,"female","adventure","role-playing","computer",14,21,13.0539853980452
126524591,"male","action","action","mobile",11,21,4.29189058173651
126556667,"female","role-playing","role-playing","computer",7,27,12.8314259662548
126730282,"male","role-playing","strategy","computer",10,43,7.57167288943071
127001519,"male","role-playing","sports","computer",1,23,4.6249909732731
127170328,"male","adventure","adventure","computer",3,23,7.55947663356326
127659228,"female","action","action","mobile",7,30,10.6725263764721
128874640,"male","role-playing","action","computer",8,25,1.79145352174916
129263461,"male","adventure","action","computer",16,23,16.7438105497778
131275282,"male","sports","adventure","computer",11,28,9.14940133889417
131357060,"female","adventure","adventure","computer",18,23,8.57426106889138
131386470,"female","adventure","adventure","mobile",12,31,4.91672387699514
131651270,"male","strategy","strategy","computer",15,23,10.3183779630568
131782476,"male","sports","role-playing","computer",6,25,13.5210267538012
131857925,"male","sports","action","tablet",2,17,6.43341227724891
132451164,"male","role-playing","action","computer",4,20,6.16096985426719
132459019,"male","action","action","mobile",6,25,12.0624735281282
132480599,"male","strategy","action","tablet",9,24,9.10425445442796
132620863,"female","adventure","action","computer",3,21,5.3224106514278
134269716,"female","role-playing","sports","computer",6,20,11.3080021301278
134923235,"female","action","sports","computer",5,39,6.86557077034141
135192555,"female","adventure","role-playing","mobile",10,26,9.65527743229349
135277188,"male","action","action","computer",3,26,6.4621652842749
135996157,"male","adventure","role-playing","mobile",8,31,11.3840994668737
136231193,"male","role-playing","sports","computer",6,25,9.42300655198026
136274983,"male","role-playing","adventure","computer",12,22,11.6020135738099
138881884,"male","adventure","role-playing","computer",16,34,6.81410637128919
139887007,"male","action","sports","mobile",7,28,11.0515274239661
140452786,"male","role-playing","role-playing","mobile",11,19,4.50119970874253
141883487,"male","sports","sports","mobile",2,24,5.02939737137889
142279387,"female","simulation","sports","computer",8,28,10.0299936689938
142566665,"male","action","role-playing","mobile",11,31,12.6345609516302
143582637,"female","sports","sports","mobile",13,20,5.99262104939366
143943039,"male","action","strategy","tablet",6,23,10.6967733298667
144510316,"male","action","adventure","mobile",8,18,8.32072396908596
144885490,"male","action","action","computer",4,30,6.29102055153796
144896793,"female","simulation","role-playing","computer",7,33,5.80998628810634
145109148,"male","adventure","sports","mobile",12,37,9.36072817058928
146077871,"male","adventure","adventure","mobile",11,28,9.10804914003624
147078250,"male","adventure","strategy","mobile",8,21,6.37512456052831
147693648,"male","simulation","action","computer",11,33,12.2120209783431
147781594,"male","action","role-playing","computer",3,25,9.6433275817955
149625694,"male","sports","role-playing","mobile",11,31,10.7219090857674
149915210,"male","action","sports","computer",11,20,5.97425653562854
149985996,"female","role-playing","simulation","computer",1,19,6.71560752680031
150371915,"female","sports","adventure","computer",8,21,5.39168860789483
151493708,"male","adventure","action","computer",3,21,8.33089917564622
152353992,"male","action","action","computer",7,29,9.49412328426071
152396008,"female","action","role-playing","computer",10,28,10.7560596218249
154042068,"female","action","action","computer",10,24,5.96090934328028
154358769,"male","action","role-playing","computer",10,32,5.53777276526104
154553733,"male","adventure","adventure","mobile",5,23,9.30764670966382
154665303,"male","action","sports","mobile",14,23,13.1369503265944
154939921,"male","adventure","strategy","mobile",0,20,0
155657431,"male","adventure","strategy","computer",1,20,6.68378017823455
156551161,"male","adventure","adventure","mobile",6,26,5.85237237365301
157338969,"male","sports","adventure","computer",7,21,18.6802926347887
157652693,"female","role-playing","adventure","mobile",7,25,10.3064760780995
157778104,"male","action","strategy","computer",10,24,5.17499472871054
158399555,"male","sports","adventure","mobile",8,22,12.9647993746583
158710142,"female","sports","sports","computer",15,27,13.1722007807458
160237590,"male","role-playing","role-playing","computer",10,19,13.0740781021292
161392517,"female","action","role-playing","computer",9,26,8.85846959397048
161646988,"male","sports","adventure","computer",3,16,5.525350759845
162108794,"male","action","role-playing","computer",6,41,6.99858846323452
162381923,"female","sports","role-playing","computer",4,24,5.59873083828709
162997535,"male","adventure","strategy","tablet",16,20,15.0663605182878
164056985,"female","action","adventure","mobile",8,40,6.4969613162674
164284664,"male","action","sports","mobile",12,21,14.5862629239337
164999851,"male","simulation","adventure","computer",3,21,8.6900491999426
165352501,"female","adventure","adventure","mobile",5,29,5.94571298630233
165868402,"female","simulation","action","mobile",3,22,5.9120331318042
165929541,"male","sports","adventure","tablet",9,32,5.29691662806279
166229935,"male","role-playing","role-playing","computer",12,24,6.87405162855163
167117113,"male","action","adventure","mobile",4,30,13.5337954707004
167147729,"male","role-playing","adventure","computer",26,28,23.0940589213714
168495960,"female","adventure","adventure","computer",17,21,7.22257309734097
168880540,"female","strategy","action","computer",6,27,4.84370982074931
169190077,"male","role-playing","adventure","mobile",9,27,15.1316125324173
169266105,"male","role-playing","adventure","computer",6,22,5.83515547997999
170607752,"female","action","action","computer",7,29,10.6044293652838
170757654,"female","action","adventure","computer",5,25,6.40032287569383
171823081,"male","action","adventure","computer",4,28,9.2388249662865
171919662,"male","action","role-playing","mobile",15,19,11.5406225291755
172003621,"male","action","strategy","computer",8,19,8.9734838160089
172171497,"male","simulation","simulation","computer",9,22,6.32835029943944
172613968,"female","role-playing","adventure","mobile",7,28,7.21908116928623
172979149,"female","action","strategy","mobile",13,29,11.73729657365
173719180,"male","strategy","sports","mobile",3,20,6.02972589050139
174797747,"male","simulation","sports","mobile",4,24,16.3867758860831
175505092,"male","action","adventure","computer",12,21,11.8551049816388
175535218,"male","action","sports","computer",10,19,8.78241286021466
175835156,"male","adventure","role-playing","mobile",19,29,18.1900008528013
176152989,"male","adventure","sports","mobile",5,24,18.4150396487227
177269405,"male","adventure","sports","mobile",5,21,10.0810169257227
178201130,"male","adventure","action","computer",6,26,8.27606216412739
178693488,"male","action","sports","mobile",6,30,7.45233640970552
178707082,"male","adventure","sports","computer",7,23,8.06253758625179
178828336,"male","action","role-playing","computer",11,35,16.6187277342348
180237978,"male","simulation","action","computer",11,28,21.1489095133804
180334636,"male","action","role-playing","computer",9,32,7.20838825194455
180505399,"male","action","adventure","mobile",0,24,0
181586263,"female","sports","strategy","mobile",5,24,6.72928381602325
181705059,"male","action","adventure","mobile",10,21,8.00734977988822
182148311,"female","action","role-playing","mobile",9,26,10.4610165875494
182263800,"female","strategy","strategy","mobile",8,21,14.2884201639409
182583667,"female","role-playing","adventure","mobile",2,19,7.08726140136389
182665085,"male","strategy","role-playing","computer",13,35,7.39100588022045
183181032,"male","adventure","role-playing","computer",6,24,15.7654976856016
183286787,"male","role-playing","action","computer",10,24,15.1947440374999
183768261,"male","adventure","sports","computer",21,30,5.94836086498558
183937803,"male","adventure","action","computer",7,24,8.03136242788195
183944721,"male","action","adventure","computer",8,23,14.8773220060078
184362301,"male","action","sports","computer",5,22,5.10600699530249
184618567,"male","strategy","adventure","tablet",13,25,17.2079734808536
184718294,"male","action","adventure","computer",16,28,20.8026181799656
184980723,"male","adventure","strategy","mobile",1,28,7.77871464245044
185157624,"male","sports","role-playing","computer",4,28,16.5780466101586
185161753,"male","adventure","role-playing","computer",5,26,10.9986272587013
185802320,"female","adventure","strategy","computer",18,36,11.693850764662
185892792,"female","sports","adventure","computer",3,20,5.60367403088375
186269276,"female","adventure","sports","computer",3,21,9.49638759374571
186602379,"male","action","adventure","mobile",5,18,15.5173867356229
186833623,"female","action","action","computer",11,20,6.40131957676373
188317365,"male","role-playing","action","mobile",0,28,0
189248804,"male","adventure","sports","computer",7,21,9.74454616064905
189387971,"male","role-playing","adventure","computer",0,18,0
190951410,"female","strategy","strategy","computer",14,22,12.169864809498
191279168,"male","action","adventure","computer",8,24,5.99236662412007
191833892,"female","action","simulation","computer",3,23,4.90907017093017
192123056,"male","adventure","sports","mobile",3,18,11.6627159749311
192430725,"male","adventure","action","computer",4,25,12.7323897948004
192676552,"female","adventure","role-playing","computer",13,30,11.1325226567555
192696667,"male","sports","strategy","computer",33,41,12.0896331665312
192698314,"male","adventure","action","computer",3,20,4.29508344138724
193048980,"female","role-playing","simulation","computer",2,32,7.61048326703831
193160077,"male","adventure","sports","computer",2,24,5.98387922496847
193611177,"male","strategy","sports","computer",9,21,8.60034077463088
193617581,"female","sports","action","mobile",9,32,6.33265512259428
193707512,"male","adventure","sports","computer",0,28,0
193839288,"male","action","strategy","computer",10,28,5.24351967689601
193885979,"male","sports","adventure","mobile",9,21,8.8441628562091
193894934,"female","action","adventure","mobile",4,18,3.40443078821704
194213804,"male","adventure","action","mobile",3,22,4.75504961635182
194896704,"male","action","action","tablet",6,28,15.9837752963966
195396125,"male","role-playing","role-playing","computer",4,22,5.25919728865189
195693265,"male","action","role-playing","computer",8,24,13.0328440053217
196557762,"male","sports","role-playing","computer",9,23,10.8887654934738
196934009,"male","role-playing","action","mobile",7,27,15.7289685779206
196964741,"male","role-playing","adventure","mobile",8,26,9.40189992571049
197229877,"male","simulation","action","computer",8,22,12.4142201908279
197754864,"male","action","action","computer",19,29,8.62340122126575
198107676,"female","adventure","sports","computer",4,22,6.96194907147921
198618368,"male","simulation","strategy","computer",4,27,6.27631630658535
198690391,"female","action","strategy","computer",1,23,6.38511374657375
199614680,"male","sports","strategy","computer",15,31,11.1524300927081
199987950,"female","adventure","role-playing","computer",8,29,9.50805327611009
200260344,"male","role-playing","action","computer",8,31,11.1617532089561
200309175,"male","sports","adventure","computer",3,20,5.84187391268688
201051650,"male","strategy","sports","computer",1,28,11.7493289719963
201525642,"male","simulation","role-playing","computer",4,25,13.8815337766285
201613048,"female","action","action","computer",20,23,20.3691176154608
201905302,"male","role-playing","simulation","tablet",9,44,7.85836231863202
202003996,"male","action","adventure","computer",8,30,10.3296660489531
202251529,"male","adventure","adventure","computer",11,21,8.17937051828623
202300968,"female","action","role-playing","computer",8,39,8.82687961376021
202788842,"male","sports","adventure","mobile",12,36,12.3480840773521
203152341,"female","action","adventure","computer",17,28,4.81942014808335
206208617,"female","simulation","adventure","computer",8,22,8.3338639258222
207252778,"male","adventure","role-playing","computer",14,23,13.638047843805
207693668,"male","action","simulation","computer",10,18,17.1005958451785
208769123,"female","action","adventure","computer",8,38,9.44000726073858
208971325,"female","adventure","adventure","computer",11,30,11.5548814690813
209144533,"female","action","role-playing","mobile",5,21,7.54787335652446
209151593,"male","action","action","tablet",7,35,12.4034483325819
209663721,"male","sports","adventure","computer",4,32,8.61176582693686
211022950,"male","role-playing","action","mobile",10,28,6.34491165245001
211671005,"male","action","strategy","computer",12,25,11.7471022953503
213463148,"female","action","role-playing","mobile",6,42,5.74236684188298
214142026,"female","simulation","role-playing","mobile",7,28,10.7037730556167
214559466,"male","action","adventure","mobile",2,23,6.72775924141561
214699365,"female","adventure","action","computer",8,50,7.59083781706206
215173602,"female","action","role-playing","computer",15,44,15.516472495058
215648574,"male","action","adventure","mobile",7,22,11.4770734369527
215688603,"male","role-playing","strategy","mobile",8,26,7.89793561913209
216479925,"male","strategy","simulation","computer",17,34,9.42682370635723
216738531,"female","role-playing","adventure","computer",4,25,8.81038817947684
217843929,"male","adventure","strategy","computer",10,22,10.6170207368138
217950850,"male","action","action","computer",6,35,14.2218565374236
218286631,"female","adventure","action","mobile",22,27,9.58216622326363
218496054,"male","role-playing","strategy","computer",13,33,8.7880534172634
218934214,"female","action","adventure","computer",13,17,16.9676495749995
219320116,"female","role-playing","sports","mobile",7,30,6.90480522281625
219961916,"female","simulation","sports","computer",5,20,5.00482539113532
221416271,"female","action","adventure","mobile",6,24,6.12252457305071
221709644,"female","action","sports","computer",11,26,6.41076556477105
221789617,"male","sports","adventure","computer",11,28,8.50706112474799
223973013,"male","role-playing","adventure","computer",5,27,6.57185001378374
224192866,"female","action","action","computer",13,34,9.30567457289108
224238468,"female","action","sports","computer",4,19,5.02626346642197
224301618,"female","adventure","sports","computer",11,26,9.69066182343325
224710547,"male","role-playing","action","mobile",6,31,11.032256602035
225367119,"female","action","action","computer",5,22,7.13173183182523
225885607,"male","action","role-playing","mobile",5,32,5.08277266348728
225991241,"male","simulation","action","mobile",11,20,8.6211835670987
226404318,"male","role-playing","strategy","computer",9,30,18.0620127153117
226566265,"male","action","adventure","computer",12,31,13.1725260743544
228275173,"male","adventure","adventure","computer",0,20,0
231336792,"male","action","adventure","tablet",5,35,4.75752032096305
231729225,"male","adventure","adventure","mobile",16,19,12.8744506528009
231938819,"male","simulation","strategy","mobile",11,39,16.3797266210062
232381206,"male","simulation","strategy","computer",11,19,16.8257621965568
232893402,"male","adventure","simulation","mobile",7,17,6.3557264203575
233531668,"female","adventure","simulation","mobile",19,30,20.6928055508361
234184169,"female","action","role-playing","computer",8,26,9.91011362066613
234480506,"female","role-playing","sports","computer",6,27,7.52182097882966
234573904,"male","strategy","action","computer",3,21,5.3491322261793
235572334,"male","adventure","adventure","mobile",8,21,12.1138359069334
235706901,"male","strategy","adventure","computer",12,27,16.4378265403066
236038095,"female","sports","adventure","computer",15,24,9.41457992236888
236410932,"female","role-playing","adventure","computer",9,18,17.3145685302067
237804653,"male","action","adventure","computer",8,28,7.43310573218482
238367382,"male","adventure","action","mobile",13,21,5.36854424646412
238456963,"female","strategy","adventure","computer",10,25,9.53755178381887
239990658,"male","adventure","sports","computer",7,19,11.8859199237618
240470102,"male","action","action","mobile",11,23,4.38137065095147
240811189,"male","strategy","adventure","computer",13,18,10.737438831058
241319152,"female","adventure","simulation","mobile",8,23,9.77846888844842
242389084,"female","strategy","sports","mobile",0,24,0
243206106,"female","action","sports","mobile",4,26,15.5583899313419
243509265,"male","action","sports","computer",5,28,5.27431010438632
243698948,"male","role-playing","adventure","mobile",9,48,10.1947893087603
244213224,"male","adventure","action","computer",3,21,9.45003903317358
245134522,"female","role-playing","adventure","computer",9,25,10.6219579284778
245452038,"male","role-playing","action","computer",5,33,10.0919489268558
245701202,"female","strategy","simulation","computer",13,32,3.69991318604136
